mag_r,eff,eff_star
20.05,1.0,1.0
20.150000000000002,0.9911504424778761,0.9734513274336283
20.250000000000004,0.9911504424778761,0.9734513274336283
20.350000000000005,0.9925373134328358,0.9850746268656716
20.450000000000006,1.0,0.99375
20.550000000000008,0.9807692307692307,0.9615384615384616
20.65000000000001,0.9890710382513661,0.9890710382513661
20.75000000000001,0.9881656804733728,0.9822485207100592
20.850000000000012,0.9846153846153847,0.958974358974359
20.950000000000014,0.9857142857142858,0.9666666666666667
21.050000000000015,0.9820627802690582,0.9775784753363229
21.150000000000016,0.9852941176470589,0.9656862745098039
21.250000000000018,0.9788135593220338,0.9703389830508474
21.35000000000002,0.9824561403508771,0.9605263157894737
21.45000000000002,0.9953703703703703,0.9722222222222222
21.550000000000022,0.9827586206896551,0.9525862068965517
21.650000000000023,0.9914893617021276,0.9617021276595744
21.750000000000025,0.995260663507109,0.976303317535545
21.850000000000026,0.9771863117870723,0.9543726235741445
21.950000000000028,0.991701244813278,0.950207468879668
22.05000000000003,0.9963636363636363,0.9454545454545454
22.15000000000003,0.9475806451612904,0.907258064516129
22.250000000000032,0.9883268482490273,0.9649805447470817
22.350000000000033,0.9811320754716981,0.939622641509434
22.450000000000035,0.9760956175298805,0.9282868525896414
22.550000000000036,0.9834710743801653,0.9173553719008265
22.650000000000038,0.9787985865724381,0.9151943462897526
22.75000000000004,0.979933110367893,0.8896321070234113
22.85000000000004,0.9897959183673469,0.9081632653061225
22.950000000000042,0.9781818181818182,0.9018181818181819
23.050000000000043,0.9738805970149254,0.8880597014925373
23.150000000000045,0.9645390070921985,0.8581560283687943
23.250000000000046,0.96,0.8327272727272728
23.350000000000048,0.9492753623188406,0.8297101449275363
23.45000000000005,0.9629629629629629,0.797979797979798
23.55000000000005,0.9568345323741008,0.762589928057554
23.650000000000052,0.967032967032967,0.7142857142857143
23.750000000000053,0.9498327759197325,0.7491638795986622
23.850000000000055,0.9345794392523364,0.660436137071651
23.950000000000056,0.9321428571428572,0.6785714285714286
24.050000000000058,0.9311475409836065,0.6622950819672131
24.15000000000006,0.9036144578313253,0.6355421686746988
24.25000000000006,0.8646864686468647,0.5775577557755776
24.350000000000062,0.7477744807121661,0.4836795252225519
24.450000000000063,0.5616113744075829,0.35308056872037913
24.550000000000065,0.4124168514412417,0.2727272727272727
24.650000000000066,0.25576923076923075,0.1326923076923077
24.750000000000068,0.12210200927357033,0.05255023183925812
24.85000000000007,0.058823529411764705,0.025991792065663474
24.95000000000007,0.03690888119953864,0.012687427912341407
25.05000000000007,0.029836381135707413,0.0038498556304138597
25.150000000000073,0.018211920529801324,0.0
25.250000000000075,0.013728323699421965,0.001445086705202312
25.350000000000076,0.008755472170106316,0.0
25.450000000000077,0.008893829905503057,0.0011117287381878821
25.55000000000008,0.008512769153730596,0.00100150225338007
25.65000000000008,0.00539568345323741,0.0004496402877697842
25.75000000000008,0.0038595137012736396,0.0011578541103820917
25.850000000000083,0.004307250538406317,0.0010768126346015793
25.950000000000085,0.001893939393939394,0.0003156565656565657
26.050000000000086,0.0019875070982396364,0.0
